번호,개방자치단체코드,관리번호,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,업태구분명,좌표정보(x),좌표정보(y),위생업태명
8772,5590000,5590000-201-1989-00004,482813,경기도 양주시 장흥면 삼상리 378-1번지,경기도 양주시 장흥면 일영로 690,11524,서울여관,여관업,193933.8814,466844.9165,여관업
8773,5590000,5590000-201-2004-00012,482832,경기도 양주시 백석읍 기산리 271-3번지,경기도 양주시 백석읍 기산로 508-19 (지번:271-3),11518,윙호텔,여관업,195292.6152,474978.3657,여관업
8774,5590000,5590000-201-2002-00010,482832,경기도 양주시 백석읍 기산리 272-2번지,경기도 양주시 백석읍 기산로 514-1,11518,수호텔,여관업,195241.4072,474990.3493,여관업
8775,4060000,4060000-201-2006-00006,413841,경기도 파주시 탄현면 성동리 679-4번지,경기도 파주시 탄현면 성동로 20-45,10862,호텔위즈,일반호텔,172417.7603,474925.6686,일반호텔
8776,4060000,4060000-201-2003-00006,413841,경기도 파주시 탄현면 성동리 666-6 나동,"경기도 파주시 탄현면 성동로 1, 나동",10862,듀오텔,여관업,172228.6372,475339.6004,여관업
8777,4060000,4060000-201-2006-00004,413841,경기도 파주시 탄현면 성동리 679-1 3동,"경기도 파주시 탄현면 성동로 34, 3동",10862,노스탈자,일반호텔,172430.4658,475027.3309,일반호텔
8778,4060000,4060000-201-2003-00012,413800,경기도 파주시 금촌동 44-19,경기도 파주시 원앙길 6 (금촌동),10930,윈저,여관업,180091.5609,473572.5706,여관업
8779,5590000,5590000-201-1977-00004,482050,경기도 양주시 덕계동 682,,,삼화여인숙,여인숙업,203771.7015,479580.8521,여인숙업
8780,4060000,4060000-201-1994-00025,413808,경기도 파주시 금촌동 768-14,경기도 파주시 중앙로 272 (금촌동),10930,테마모텔,여관업,180332.1841,473117.936,여관업
8781,4060000,4060000-201-1999-00116,413814,경기도 파주시 금촌동 321-17,경기도 파주시 명동길 50 (금촌동),10929,대도여관,여관업,179955.5428,473413.5483,여관업
8782,4060000,4060000-201-2003-00017,413883,경기도 파주시 파평면 율곡리 477-5,경기도 파주시 파평면 화석정로126번길 144-20,10809,포시즌,여관업,183168.2114,487082.0237,여관업
8783,4060000,4060000-201-1979-00028,413904,경기도 파주시 문산읍 문산리 56-34,경기도 파주시 문산읍 독산로 22,10822,정든장,여관업,180690.1966,483924.7893,여관업
8784,4060000,4060000-201-2003-00015,413851,경기도 파주시 광탄면 마장리 40-1,경기도 파주시 광탄면 보광로 834,10952,CC 호텔,여관업,190296.7937,474539.2719,여관업
8785,4060000,4060000-201-2003-00007,413841,경기도 파주시 탄현면 성동리 666-6 가동,"경기도 파주시 탄현면 성동로 1, 가동",10862,리오텔,여관업,172228.6372,475339.6004,여관업
8786,4060000,4060000-201-1998-01113,413904,경기도 파주시 문산읍 문산리 10-1,경기도 파주시 문산읍 문향로56번길 7-2,10824,선인장 여관,여관업,181038.5962,483890.0196,여관업
8787,5590000,5590000-201-1989-00002,482862,경기도 양주시 은현면 봉암리 417-35번지,경기도 양주시 은현면 은현로 514,11425,봉암여관,여관업,200424.5237,489433.0584,여관업
8789,4160000,4160000-214-2019-00011,477842,"경기도 가평군 북면 백둔리 63-10 가,나동","경기도 가평군 북면 백둔로133번길 68-26, 가,나동",12406,까망베르,숙박업(생활),242588.3757,488313.9412,숙박업(생활)
8794,3830000,3850000-214-2018-00001,431849,경기도 안양시 동안구 호계동 966-20번지 알파존 지상2~17층,"경기도 안양시 동안구 흥안대로 84-2, 알파존 지상2~17층 (호계동)",14120,알파존,숙박업(생활),195881.7081,429654.2366,숙박업(생활)
8800,3040000,3040000-201-2019-00001,143912,서울특별시 광진구 중곡동 638-3번지 호텔 더디자이너스 건대,"서울특별시 광진구 천호대로 521, 호텔 더디자이너스 건대 지하3~지상9층 (중곡동)",4920,호텔더디자이너스건대,관광호텔,206698.8938,450714.3841,관광호텔
8801,3910000,3910038-201-2019-00001,451822,경기도 평택시 포승읍 도곡리 744-21,"경기도 평택시 포승읍 포승공단로 278-11, 1동",17961,헤르메스호텔 A동,일반호텔,187831.3003,387328.3513,일반호텔
8802,4170000,4170000-214-2019-00001,476852,경기도 양평군 단월면 명성리 637-1번지,경기도 양평군 단월면 명성길 230,12526,레몬그라스,숙박업(생활),255645.8024,457487.0804,숙박업(생활)
8803,4090000,4090000-201-2019-00003,415080,경기도 김포시 구래동 6882-12,"경기도 김포시 김포한강9로75번길 24, 6-7층 (구래동)",10071,그레이호텔,일반호텔,166757.6236,460202.9362,일반호텔
8805,3910000,3910038-201-2019-00002,451822,경기도 평택시 포승읍 도곡리 744-21번지,"경기도 평택시 포승읍 포승공단로 278-11, 2동",17961,헤르메스호텔 B동,일반호텔,187831.3003,387328.3513,일반호텔
8810,4160000,4160000-214-2019-00014,477824,경기도 가평군 상면 행현리 645번지,"경기도 가평군 상면 수목원로386번길 13, 1층",12448,아침휴플러스,숙박업(생활),230975.7205,471788.0549,숙박업(생활)
8819,4160000,4160000-214-2019-00013,477852,경기도 가평군 설악면 묵안리 134-1,"경기도 가평군 설악면 국수터길 9, 1~5동",12474,LX28풀빌라,숙박업(생활),247354.8055,455157.8946,숙박업(생활)
8823,4160000,4160000-214-2019-00021,477842,"경기도 가평군 북면 백둔리 48번지 1,2층","경기도 가평군 북면 백둔로 105-2, 1,2층",12406,백낙제 플랫하우스,숙박업(생활),243248.9192,488319.6724,숙박업(생활)
8831,3910000,3910000-201-2019-00003,450826,경기도 평택시 평택동 67-1번지,"경기도 평택시 평택로64번길 35, 2~4층 (평택동)",17911,평택스테이호텔2,일반호텔,207632.6149,388079.7011,일반호텔
8836,4160000,4160000-214-2019-00028,477803,"경기도 가평군 가평읍 이화리 392-16 ,392-15,391-4 각1,2층, 391-3 제1~2동 각1,2층, 391 제1~2동 각1.2층","경기도 가평군 가평읍 호반로 2329-47, 2329-49, 2329-56 각1,2층, 2329-58 제1~2동 각1,2층, 2329-60 제1~2동 각1,2층",12427,까사노블풀빌라,숙박업(생활),,,숙박업(생활)
8839,4010000,4010000-201-1997-00021,429834,경기도 시흥시 월곶동 1003-14,경기도 시흥시 월곶중앙로58번길 32 (월곶동),14966,바이티에이치에스샤인,여관업,176998.2405,432153.2218,여관업
8840,4140000,4140000-214-2019-00001,486903,경기도 연천군 전곡읍 전곡리 705-2,"경기도 연천군 전곡읍 선사로 123, 연천 세계캠핑체험존",11027,연천 세계캠핑체험존,숙박업(생활),205435.4656,500534.6513,숙박업(생활)
8849,3200000,3200000-201-2019-00002,151892,서울특별시 관악구 신림동 1431-22번지,서울특별시 관악구 신림동1길 23 (신림동),8760,삼원장 모텔,여관업,193616.3093,442697.172,여관업
8855,5600000,5600000-201-2019-00001,487823,경기도 포천시 소흘읍 송우리 143-2번지,"경기도 포천시 소흘읍 송우로21번길 14-3, 143-2외 3필지(10,75,77)",11179,뮤즈모텔,숙박업 기타,212710.1263,480461.4782,숙박업 기타
8859,4070000,4070000-201-2019-00001,467813,경기도 이천시 마장면 표교리 144,경기도 이천시 마장면 중부대로 713-11,17384,2월호텔 이천점,숙박업 기타,236602.038,416576.4854,숙박업 기타
8860,4070000,4070000-201-2019-00002,467813,경기도 이천시 마장면 표교리 144-6,경기도 이천시 마장면 중부대로 713-9,17384,2월호텔 이천점 드라이브인,숙박업 기타,,,숙박업 기타
8870,4010000,4010000-201-2018-00001,429867,경기도 시흥시 정왕동 1973-7 성빌딩,경기도 시흥시 오이도로135번길 10 (정왕동),15015,빨간등대관광호텔,관광호텔,172368.3437,427322.0713,관광호텔
8871,3000000,3000000-201-2019-00005,110300,서울특별시 종로구 관훈동 155-2,서울특별시 종로구 인사동길 49 (관훈동),3145,나인트리 프리미어 호텔 인사동,관광호텔,198498.9186,452473.4038,관광호텔
8874,3230000,3230000-201-2019-00001,138861,서울특별시 송파구 잠실동 180-10번지,서울특별시 송파구 올림픽로12길 4-17 (잠실동),5557,호텔 더 캐슬(신천),관광호텔,207163.343,445433.7849,관광호텔
8878,5600000,5600000-214-2019-00001,487896,경기도 포천시 영북면 산정리 165,경기도 포천시 영북면 새낭로 919-2,11103,에이요,숙박업(생활),228398.5318,505888.0249,숙박업(생활)
8884,4170000,4170000-214-2019-00003,476912,경기도 양평군 강상면 세월리 461-4번지,경기도 양평군 강상면 다래길 99-8,12573,타임 스토리,숙박업(생활),242428.7811,438158.8214,숙박업(생활)
8888,3990000,3990000-201-2019-00002,,"경기도 남양주시 다산동 6087 한강프라자가 제1동 6층, 7층","경기도 남양주시 다산중앙로123번길 7-26, 한강프라자 제1동 6층, 7층 (다산동)",12248,저스트슬립호텔 다산신도시점,일반호텔,,,일반호텔
8889,4160000,4160000-214-2019-00016,477842,"경기도 가평군 북면 목동리 676-1번지 676-12~13,676-15~16","경기도 가평군 북면 싸리재길 16, 2동 1,2층",12403,나비잠,숙박업(생활),250001.5865,488344.0222,숙박업(생활)
8897,3220000,3220000-201-2019-00003,135893,서울특별시 강남구 신사동 603,"서울특별시 강남구 논현로 854, 지상3층~17층 (신사동)",6022,안다즈 서울 강남(Andaz Seoul Gangnam),관광호텔,202482.2166,447020.4209,관광호텔
8900,4170000,4170000-201-2019-00001,476831,경기도 양평군 옥천면 옥천리 594-7,경기도 양평군 옥천면 고읍로 191,12507,노블레스,여관업,240796.0595,446779.9475,여관업
8903,3180000,3180000-201-2019-00003,150803,서울특별시 영등포구 당산동3가 136번지,서울특별시 영등포구 국회대로36길 2-1 (당산동3가),7257,이도,관광호텔,190915.9226,447210.3042,관광호텔
8909,3060000,3060000-201-2019-00001,131861,서울특별시 중랑구 상봉동 128-40,서울특별시 중랑구 망우로 232 (상봉동),2122,라코지스테이서울,관광호텔,206859.5147,454661.8144,관광호텔
8913,5590000,5590000-201-2019-00001,482832,경기도 양주시 백석읍 기산리 125,경기도 양주시 백석읍 권율로847번길 10-27,11518,시그널호텔,일반호텔,196358.5171,474691.8241,일반호텔
8920,4160000,4160000-214-2019-00019,477804,경기도 가평군 가평읍 대곡리 579-31,"경기도 가평군 가평읍 석봉로3번길 157-7, 157-9,157-31,157-36,157-39,157-40,157-42,157-43.(1,2층)",12416,(주)꿈꾸는집,숙박업(생활),,,숙박업(생활)
8926,3000000,3000000-201-2019-00003,110450,서울특별시 종로구 원남동 49-17,서울특별시 종로구 율곡로 180 (원남동),3127,오라카이 대학로 호텔,일반호텔,199821.3637,452603.4755,일반호텔
8927,4160000,4160000-201-2019-00002,477824,경기도 가평군 상면 행현리 636 Over the mountain,"경기도 가평군 상면 수목원로386번길 75, Over the mountain",12448,오버더마운틴,관광호텔,230514.3815,471458.3179,관광호텔
8929,3010000,3010000-214-2019-00003,100130,서울특별시 중구 순화동 151,서울특별시 중구 칠패로 27 (순화동),4511,라마다 호텔&스위트 서울남대문,숙박업(생활),197462.1988,450878.2118,숙박업(생활)
8930,3010000,3010000-201-2019-00007,100021,서울특별시 중구 명동1가 7-1번지,"서울특별시 중구 명동길 55, 11층 (명동1가)",4538,스텝인 명동2,관광호텔,198636.1421,451325.2298,관광호텔
8931,3010000,3010000-201-2019-00010,100809,서울특별시 중구 명동2가 33-1 4~13층,"서울특별시 중구 명동길 48, 4~13층 (명동2가)",4536,소테츠 프레사인 서울 명동,일반호텔,198606.5951,451266.2808,일반호텔
8943,3000000,3000000-214-2007-00001,110850,서울특별시 종로구 효제동 197-6번지,서울특별시 종로구 종로35가길 7-3 (효제동),3126,청원 NEST,숙박업(생활),200303.6639,452208.5211,숙박업(생활)
8945,4160000,4160000-214-2019-00017,,경기도 가평군 조종면 운악리 455-14,"경기도 가평군 조종면 현등사길 32, 2~3층",12432,산바라기펜션,숙박업(생활),230460.9301,484787.2013,숙박업(생활)
8959,4160000,4160000-214-2019-00025,477841,경기도 가평군 북면 제령리 544-2번지,"경기도 가평군 북면 꽃넘이길 87-19, 1~2층",12405,카사레스,숙박업(생활),245817.4474,488480.2425,숙박업(생활)
8961,3830000,3840000-201-2019-00001,430832,경기도 안양시 만안구 안양동 676-115번지,경기도 안양시 만안구 안양로 285-1 (안양동),14001,에버덴,숙박업 기타,193015.9066,432855.0742,숙박업 기타
8962,3780000,3800000-201-2019-00002,462835,"경기도 성남시 중원구 중앙동 390번지 2층,3층,4층","경기도 성남시 중원구 광명로 243-8, 2층,3층,4층 (중앙동)",13248,선샤인,일반호텔,213508.9884,437815.231,일반호텔
8963,5700000,5700000-214-2019-00002,469851,경기도 여주시 북내면 운촌리 114-6 1동,"경기도 여주시 북내면 운촌길 211-14, 1동",12614,가든하임,숙박업(생활),264259.7431,425794.6625,숙박업(생활)
8964,3910000,3910000-201-2019-00002,450831,경기도 평택시 합정동 732-2번지,경기도 평택시 자유로8번길 6 (합정동),17909,5모텔,일반호텔,207979.7116,387858.1592,일반호텔
8965,4160000,4160000-214-2019-00026,477824,경기도 가평군 상면 행현리 337-3,"경기도 가평군 상면 축령로45번길 100, A,C,가,나동",12448,팝콘하우스펜션1,숙박업(생활),231895.8951,473941.497,숙박업(생활)
8966,4160000,4160000-214-2019-00027,477824,경기도 가평군 상면 행현리 337-9,"경기도 가평군 상면 축령로45번길 104, 1,2,3동",12448,팝콘하우스펜션2,숙박업(생활),231864.1466,473947.6284,숙박업(생활)
8970,3090000,3090000-214-2019-00001,132866,서울특별시 도봉구 쌍문동 88-67번지 지하1층~지상10층,"서울특별시 도봉구 도봉로117길 8-6, 지하1층~지상10층 (쌍문동)",1442,그린홈,숙박업(생활),202993.6993,460811.193,숙박업(생활)
8971,3000000,3000000-201-2019-00004,110111,서울특별시 종로구 관철동 175번지 대한방직협회신관 5층,"서울특별시 종로구 삼일대로17길 47-1, 대한방직협회신관 5층 (관철동)",3189,핑크빌,숙박업 기타,198600.6533,451865.5532,숙박업 기타
8980,4160000,4160000-214-2019-00023,477824,경기도 가평군 상면 행현리 339,"경기도 가평군 상면 축령로45번길 114-20 (총2개동) 주1동,주2동 각1층~2층",12448,아이린키즈풀빌라,숙박업(생활),231831.8536,473838.6469,숙박업(생활)
8990,3910000,3910000-214-2019-00001,450827,경기도 평택시 평택동 185-171,경기도 평택시 평택로39번길 17-11 (평택동),17917,누림파이안레지던스,숙박업(생활),207700.451,387584.6191,숙박업(생활)
8997,4000000,4000000-201-2019-00001,447801,경기도 오산시 오산동 596-5번지 2층,"경기도 오산시 역광장로 76, 2층 (오산동)",18137,보은,여인숙업,205972.0506,405038.3949,여인숙업
9005,3010000,3010000-201-2019-00008,100042,서울특별시 중구 남산동2가 35-2번지,"서울특별시 중구 퇴계로18길 43, 지층, 1~2층 (남산동2가)",4631,명동미스코리아,관광호텔,198591.1337,450740.3532,관광호텔
9007,4160000,4160000-214-2019-00020,477803,경기도 가평군 가평읍 산유리 105-19 1층 4~9동,"경기도 가평군 가평읍 호반로 1701, 4,5,6,7,8,9동 1층",12429,올댓돔(AII THAT DOME),숙박업(생활),245013.519,471754.7385,숙박업(생활)
9012,4160000,4160000-214-2022-00026,477855,"경기도 가평군 설악면 송산리 1063 2층(객실1개),3층(객실2개)","경기도 가평군 설악면 미사리로645번길 199-18, 2층(객실1개),3층(객실2개) 2~3층",12461,별통천문대펜션,숙박업(생활),246259.8718,468690.8077,숙박업(생활)
9013,4160000,4160000-214-2022-00025,477841,경기도 가평군 북면 제령리 548-12 외1필지 (각1층~2층),"경기도 가평군 북면 꽃넘이길 87-13, 가동,나동 (각1층~2층)",12405,까사벨라풀빌라,숙박업(생활),,,숙박업(생활)
9017,5530000,5530000-201-2022-00004,445160,"경기도 화성시 반송동 103-8 타래프라자 5,6,7,8층","경기도 화성시 동탄중심상가1길 30, 타래프라자 5,6,7,8층 (반송동)",18455,동탄투데이호텔,숙박업 기타,206342.4357,411073.815,숙박업 기타
9024,5700000,5700000-214-2022-00001,469117,경기도 여주시 멱곡동 354-4,경기도 여주시 점곡길 54 (멱곡동),12659,여주 마조렐글램핑리조트,숙박업(생활),258098.9723,416491.4939,숙박업(생활)
9035,5600000,5600000-214-2022-00010,487835,경기도 포천시 내촌면 음현리 62-20 주건축물제1동,"경기도 포천시 내촌면 금강로2110번길 88-51, 주건축물제1동",11192,티볼리빌,숙박업(생활),,,숙박업(생활)
9036,5600000,5600000-214-2022-00009,487835,경기도 포천시 내촌면 음현리 62-21 주건축물제1동,"경기도 포천시 내촌면 금강로2110번길 88-52, 주건축물제1동",11192,티볼리빌,숙박업(생활),,,숙박업(생활)
9037,5600000,5600000-214-2022-00011,487835,경기도 포천시 내촌면 음현리 62-19 주건축물제1동,"경기도 포천시 내촌면 금강로2110번길 88-49, 주건축물제1동",11192,티볼리빌,숙박업(생활),,,숙박업(생활)
9486,3250000,3250000-201-2013-00003,,,부산광역시 중구 광복로 21-3 (부평동1가),48979,놀 게스트하우스,숙박업 기타,384806.9541,179709.8147,숙박업 기타
11310,4970000,4970000-214-2015-00001,,,전라남도 영광군 법성면 입덕길 78-37,57021,영광리조트,숙박업(생활),150815.1999,204280.3886,숙박업(생활)
11333,4970000,4970000-201-2014-00002,,,전라남도 영광군 백수읍 해안로5길 29,57025,C무인텔,숙박업 기타,146876.679,207141.6315,숙박업 기타
11334,4970000,4970000-201-2014-00003,,,전라남도 영광군 백수읍 해안로5길 31,57025,CC무인텔,숙박업 기타,,,숙박업 기타
11437,4810000,4810000-214-2017-00029,,,전라남도 여수시 돌산읍 진두해안길 72,59767,(주) 리움 호스텔,숙박업(생활),267982.5384,137412.6329,숙박업(생활)
11677,5000000,5000000-201-2015-00003,,,전라남도 진도군 진도읍 남산2길 43,58928,퍼스트 모텔,숙박업 기타,,,숙박업 기타
11757,4870000,4870000-214-2017-00001,,,전라남도 구례군 용방면 용산로 107-81,57607,오가닉메이커협동조합 휴 펜션,숙박업(생활),237416,197396,숙박업(생활)
12345,6520000,6520000-214-2015-00031,,,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,63525,디 아넥스,숙박업(생활),143287,-21278,숙박업(생활)
13061,6520000,6520000-214-2017-00006,,,제주특별자치도 서귀포시 성산읍 신양로 83,63641,썬라이즈호텔섭지코지점,숙박업(생활),192323,-6625,숙박업(생활)
13074,4170000,4170000-201-2004-00004,476922,경기도 양평군 강하면 전수리 551-6번지,경기도 양평군 강하면 강남로 364,12575,카리브모텔,여관업,237523.3946,444636.1229,여관업
13075,4170000,4170000-201-2000-00020,476911,경기도 양평군 강상면 신화리 55-65번지,경기도 양평군 강상면 강남로 1148,12572,선샤인모텔,여관업,242836.1208,440959.1991,여관업
13076,4170000,4170000-201-2004-00001,476832,경기도 양평군 옥천면 아신리 478-1번지 외 2필지,경기도 양평군 옥천면 남한강변길 262,12508,리베,여관업,238733.8022,445537.832,여관업
13077,5600000,5600000-201-1994-00010,487826,경기도 포천시 소흘읍 이동교리 765-4번지,경기도 포천시 소흘읍 민락로 604,,포유,여관업,210162.4731,474601.8402,여관업
13078,4170000,4170000-201-1991-00001,476823,경기도 양평군 양서면 양수리 976 외 2필지,경기도 양평군 양서면 양수로138번길 21,12585,동남장,여관업,228304.7796,449307.8134,여관업
13079,4170000,4170000-201-2004-00003,476813,경기도 양평군 서종면 문호리 626-2,경기도 양평군 서종면 북한강로 982,12502,알프스모텔,여관업,231227.7318,458038.2716,여관업
13080,4170000,4170000-201-1939-00001,476802,경기도 양평군 양평읍 양근리 410-9번지,경기도 양평군 양평읍 양평시장길17번길 4,12556,청호여관,여관업,243385.1192,443230.5256,여관업
13081,4170000,4170000-201-1999-00022,476913,경기도 양평군 강상면 병산리 421-4번지,경기도 양평군 강상면 강남로814번길 25,12571,몰디브여관,여관업,241110.4991,443296.6862,여관업
13082,4170000,4170000-201-2000-00012,476804,경기도 양평군 양평읍 회현리 9-14번지,경기도 양평군 양평읍 샘뜰길 73,12563,리버텔,여관업,246506.5839,440733.5124,여관업
13083,4170000,4170000-201-2002-00012,476922,경기도 양평군 강하면 전수리 4-3번지,경기도 양평군 강하면 강남로 525,12575,더호텔자자(THE HOTELZAZA),여관업,239039.0135,444841.234,여관업
13084,4050000,4050000-201-1989-00004,449929,경기도 용인시 처인구 마평동 737,경기도 용인시 처인구 금령로 136-2 (마평동),17154,유림장,여관업,218671.1445,414797.6419,여관업
13085,4050000,4050000-201-1971-00001,449924,경기도 용인시 처인구 김량장동 133-93,경기도 용인시 처인구 금령로93번길 2-2 (김량장동),17052,용인여인숙,여인숙업,218289.3523,414898.8799,여인숙업
13086,4050000,4050000-201-1988-00003,449925,경기도 용인시 처인구 김량장동 254-346,경기도 용인시 처인구 금령로71번길 6-2 (김량장동),17052,골든파크,여관업,218068.2331,414853.7712,여관업
13087,4050000,4050000-201-1991-00001,449924,경기도 용인시 처인구 김량장동 139-22,경기도 용인시 처인구 금령로107번길 16 (김량장동),17052,성산모텔,여관업,218403.0532,415040.3635,여관업
13088,4050000,4050000-201-1988-00001,449924,경기도 용인시 처인구 김량장동 103-3번지,경기도 용인시 처인구 금령로106번길 7 (김량장동),17051,신라장,여관업,218409.1012,414788.6505,여관업
13089,4050000,4050000-201-2004-10009,446901,경기도 용인시 기흥구 고매동 30-2번지,경기도 용인시 기흥구 기흥단지로 415 (고매동),17087,코리아골프빌리지 대우그린카운티,휴양콘도미니엄업,212117.592,413250.6122,휴양콘도미니엄업
13090,5600000,5600000-201-1989-00010,487804,경기도 포천시 신읍동 175-7번지,경기도 포천시 중앙로133번길 15 (신읍동),11145,아리랑여관,여관업,217721.4249,488375.7334,여관업
13091,5600000,5600000-201-1991-00003,487823,경기도 포천시 소흘읍 송우리 134-3,경기도 포천시 소흘읍 송우로 16,11174,목화장여관,여관업,212856.7032,480579.8125,여관업
13092,5600000,5600000-201-1991-00005,487855,경기도 포천시 일동면 수입리 859-1,경기도 포천시 일동면 성장로 497,11115,스위스모텔,여관업,226242.7351,500729.6567,여관업
13093,5600000,5600000-201-1983-00004,487863,경기도 포천시 이동면 장암리 480-5번지,경기도 포천시 이동면 장암1길 31,11111,부산장여관,여관업,232158.1378,503866.7077,여관업
13094,5600000,5600000-201-1984-00006,487823,경기도 포천시 소흘읍 송우리 135-4번지,,,미화여인숙,여인숙업,212846.7857,480546.6977,여인숙업
13095,5600000,5600000-201-1988-00005,487863,경기도 포천시 이동면 장암리 511-21번지,경기도 포천시 이동면 장암2길 9,11111,천수장,여관업,232143.5465,503640.7936,여관업
13096,4050000,4050000-201-2007-00002,446599,경기도 용인시 기흥구 신갈동 536-5,경기도 용인시 기흥구 신정로237번길 5-5 (신갈동),16945,라고,일반호텔,208536.2626,420741.0129,일반호텔
13097,4170000,4170000-201-1972-00001,476802,경기도 양평군 양평읍 양근리 314-9번지,경기도 양평군 양평읍 해오름길 20,12555,광주여관,여관업,243290.4358,443123.6889,여관업
13098,4170000,4170000-201-2001-00012,476813,경기도 양평군 서종면 문호리 592-8번지,경기도 양평군 서종면 소근리1길 5,12502,갤럭시모텔,여관업,231778.3246,458922.6509,여관업
13099,4170000,4170000-201-2001-00013,476804,경기도 양평군 양평읍 회현리 143-1번지,경기도 양평군 양평읍 양근로 532-15,12563,8월모텔,여관업,245816.7822,441147.1806,여관업
13100,4170000,4170000-201-2000-00011,476922,경기도 양평군 강하면 전수리 495-26번지,경기도 양평군 강하면 강남로 383-1,12575,하와이,여관업,237694.6033,444769.7363,여관업
13101,4170000,4170000-201-2000-00017,476913,경기도 양평군 강상면 병산리 309번지,경기도 양평군 강상면 강남로 722,12571,피닉스,여관업,240506.4431,443711.2098,여관업
13102,4170000,4170000-201-1992-00004,476803,경기도 양평군 양평읍 오빈리 347-5번지 외 1필지,경기도 양평군 양평읍 경강로 1649-2,12545,꿈의궁전,여관업,241060.596,444847.7396,여관업
13103,4170000,4170000-201-1994-00010,476803,경기도 양평군 양평읍 오빈리 150-22번지,경기도 양평군 양평읍 물안개공원길 42,12546,뱅크모텔,여관업,242088.3145,444282.0512,여관업
13104,4170000,4170000-201-2004-00012,476913,경기도 양평군 강상면 병산리 258-3번지,,,헤라모텔,여관업,240576.7873,443969.0522,여관업
13105,4170000,4170000-201-2004-00013,476802,경기도 양평군 양평읍 양근리 420-21번지,경기도 양평군 양평읍 양평시장길27번길 10,12556,올인모텔,여관업,243256.695,443247.2863,여관업
13106,4170000,4170000-201-2000-00024,476922,경기도 양평군 강하면 전수리 산 11-2,경기도 양평군 강하면 강남로 489,12575,(주)대원산업더힐하우스양평(레드플라워),여관업,238667.2616,444929.1661,여관업
13107,4170000,4170000-201-2003-00001,476853,경기도 양평군 단월면 보룡리 15-3번지,경기도 양평군 단월면 보산정길 47,12529,대명모텔,여관업,259614.1125,449013.1885,여관업
13108,4170000,4170000-201-2005-00008,476922,경기도 양평군 강하면 전수리 1032번지,경기도 양평군 강하면 강남로 277,12575,SHOW 무인텔,여관업,236761.1716,444226.1274,여관업
13109,4050000,4050000-201-1975-00002,449924,경기도 용인시 처인구 김량장동 139-4번지,경기도 용인시 처인구 백옥대로 1135-1 (김량장동),17052,자자모텔,여관업,218408.9521,415023.9325,여관업
13110,4050000,4050000-201-1985-10004,446596,경기도 용인시 기흥구 신갈동 52-8번지,경기도 용인시 기흥구 신갈로58번길 29-21 (신갈동),16969,M모텔,일반호텔,209560.0569,419108.7261,일반호텔
13111,4050000,4050000-201-2003-20013,448505,경기도 용인시 수지구 풍덕천동 69-41,경기도 용인시 수지구 풍덕천로190번길 26 (풍덕천동),16833,호텔 문라이즈(Hotel Moonrise),일반호텔,208978.0802,424706.3418,일반호텔
13112,4050000,4050000-201-2002-20010,448854,경기도 용인시 수지구 풍덕천동 923,경기도 용인시 수지구 신수로 629 (풍덕천동),16833,벨라지오,여관업,209020.4777,424883.3915,여관업
13113,4050000,4050000-201-2003-20008,448170,경기도 용인시 수지구 풍덕천동 1005,경기도 용인시 수지구 신수로 613 (풍덕천동),16833,수지스테이25,일반호텔,209027.8467,424727.4921,일반호텔
13114,4050000,4050000-201-1995-00002,449924,경기도 용인시 처인구 김량장동 121-1,경기도 용인시 처인구 백옥대로 1130 (김량장동),17052,T7 HOTEL,여관업,218477.3831,414971.0458,여관업
13115,4050000,4050000-201-2006-10001,446901,경기도 용인시 기흥구 고매동 5-56번지,경기도 용인시 기흥구 기흥단지로 394 (고매동),17087,코리아골프빌리지 기흥아펠바움,휴양콘도미니엄업,211878.7463,412805.8033,휴양콘도미니엄업
13116,5600000,5600000-201-1981-00005,487861,경기도 포천시 이동면 노곡리 903-2번지,경기도 포천시 이동면 낭유길 19-16,11112,새서울여관,여관업,228874.2532,500586.3321,여관업
13117,5600000,5600000-201-1982-00006,487804,경기도 포천시 신읍동 190번지,,,충주여인숙,여인숙업,,,여인숙업
13118,5600000,5600000-201-1982-00009,487851,경기도 포천시 일동면 기산리 89번지,,,중앙장여관,여인숙업,,,여인숙업
13119,4170000,4170000-201-1998-00002,476813,경기도 양평군 서종면 문호리 1036-1번지,경기도 양평군 서종면 수대울길 17,12503,리버텔,여관업,230376.4533,453993.0444,여관업
13120,4170000,4170000-201-1999-00007,476811,경기도 양평군 서종면 수입리 442-20번지,경기도 양평군 서종면 화서로 17,12500,씨에프,여관업,233643.7794,460423.0051,여관업
13121,4050000,4050000-201-1992-00001,449924,경기도 용인시 처인구 김량장동 129-2번지,경기도 용인시 처인구 금령로107번길 5 (김량장동),17052,아트인모텔,여관업,218387.5659,414918.0616,여관업
13122,4050000,4050000-201-1983-00002,449924,경기도 용인시 처인구 김량장동 139-16,경기도 용인시 처인구 백옥대로 1135 (김량장동),17052,행운모텔,여인숙업,218408.4162,415005.7592,여인숙업
13123,4050000,4050000-201-1991-00002,449924,경기도 용인시 처인구 김량장동 123-1,경기도 용인시 처인구 금령로99번길 6-3 (김량장동),17052,용인장여관,여관업,218341.5544,414948.5251,여관업
